ens_gene,ext_gene,target_id,b,se_b,qval,genotype,sorter,code
WBGene00008296,cdr-2,C54D10.1,-1.474125792,0.323259555,2.73E-04,daf-16,4,c
WBGene00008301,pals-39,C54D10.7,-1.293357949,0.317957953,0.001872219,daf-16,4,c
WBGene00008323,NA,C55A1.6,-1.276354277,0.409461157,0.036604685,daf-16,4,c
WBGene00008341,ttr-44,C56A3.2,-0.730536281,0.196299168,0.006267188,daf-16,4,c
WBGene00008352,fbxa-6,cTel54X.1,-1.096621438,0.202831064,5.69E-06,daf-16,4,c
WBGene00008356,nspc-20,D1025.4,0.711493112,0.222039222,0.029159861,daf-16,4,c
WBGene00008357,nspc-16,D1025.6,0.881355491,0.20728911,9.45E-04,daf-16,4,c
WBGene00008358,nspc-18,D1025.7,1.270722952,0.234996465,5.69E-06,daf-16,4,c
WBGene00008360,nspc-19,D1025.9,0.870090289,0.18834847,2.10E-04,daf-16,4,c
WBGene00008388,NA,D1086.1,-1.207829747,0.436974348,0.089457123,daf-16,4,c
WBGene00008396,NA,D1086.9,-1.681304853,0.542880226,0.038809096,daf-16,4,c
WBGene00008412,NA,D2030.2,-0.452982773,0.157469917,0.067772022,daf-16,4,c
WBGene00008415,mce-1,D2030.5,-1.061356707,0.159695692,5.17E-09,daf-16,4,c
WBGene00008425,NA,D2045.8,1.088571953,0.232651386,1.64E-04,daf-16,4,c
WBGene00008436,NA,DH11.2,-0.827251249,0.163362306,2.99E-05,daf-16,4,c
WBGene00008444,tbc-14,E01G4.1,-0.466794499,0.143615411,0.026119782,daf-16,4,c
WBGene00008451,cest-3,E01G6.3,0.662523366,0.243482427,0.098663731,daf-16,4,c
WBGene00008477,clec-17,E03H4.10,-2.12627231,0.205383753,3.67E-22,daf-16,4,c
WBGene00008483,NA,E04D5.4,1.222484704,0.408561666,0.050226252,daf-16,4,c
WBGene00008485,ugt-43,F01D4.1,-2.634684224,0.348973921,1.17E-11,daf-16,4,c
WBGene00008490,NA,F01D4.8,1.298239002,0.211938537,1.20E-07,daf-16,4,c
WBGene00008492,NA,F01D5.1,-0.983550186,0.267214433,0.007095869,daf-16,4,c
WBGene00008515,NA,F02C12.1,-0.649091322,0.20975982,0.03908557,daf-16,4,c
WBGene00008538,sqrd-1,F02H6.5,-1.54120087,0.194036913,7.13E-13,daf-16,4,c
WBGene00008565,acox-1.2,F08A8.2,1.176517118,0.288859059,0.001840423,daf-16,4,c
WBGene00008567,acox-1.4,F08A8.4,-1.746285311,0.324900362,6.62E-06,daf-16,4,c
WBGene00008575,scl-24,F08E10.7,-4.518255768,1.066002477,9.78E-04,daf-16,4,c
WBGene00008584,irg-4,F08G5.6,-1.817695974,0.274968238,6.35E-09,daf-16,4,c
WBGene00008593,clec-227,F08H9.5,1.364538551,0.218410208,5.90E-08,daf-16,4,c
WBGene00008596,clec-54,F08H9.8,0.968304256,0.181609144,8.26E-06,daf-16,4,c
WBGene00008597,clec-55,F08H9.9,-1.184208099,0.278990428,9.63E-04,daf-16,4,c
WBGene00008616,fbxa-44,F09C6.2,0.631882574,0.184575694,0.015991821,daf-16,4,c
WBGene00008617,NA,F09C6.3,2.384819239,0.4691811,2.76E-05,daf-16,4,c
WBGene00008621,NA,F09C8.1,0.778000647,0.219453604,0.010890193,daf-16,4,c
WBGene00008634,NA,F10A3.4,0.565953472,0.189262801,0.050343739,daf-16,4,c
WBGene00008654,pfas-1,F10F2.2,-1.522228851,0.155609716,9.67E-20,daf-16,4,c
WBGene00008662,NA,F10G8.2,-1.538463684,0.326755181,1.48E-04,daf-16,4,c
WBGene00008679,NA,F11A5.13,-1.847520664,0.552452158,0.020117153,daf-16,4,c
WBGene00008710,NA,F11E6.7,0.579400347,0.18971392,0.04292941,daf-16,4,c
WBGene00008741,ctsa-1.2,F13D12.6,0.585978996,0.20096198,0.061456914,daf-16,4,c
WBGene00008744,NA,F13D12.10,0.502099711,0.174083923,0.06670126,daf-16,4,c
WBGene00008762,ztf-2,F13G3.1,0.776094896,0.221419007,0.012383148,daf-16,4,c
WBGene00008793,NA,F14D7.6,1.086252637,0.291212359,0.006084752,daf-16,4,c
WBGene00008803,lips-10,F14E5.5,-0.744270831,0.246917525,0.047232885,daf-16,4,c
WBGene00008833,NA,F14H8.2,-1.442779183,0.334159348,7.30E-04,daf-16,4,c
WBGene00008834,NA,F14H8.4,-2.265101842,0.366463435,8.67E-08,daf-16,4,c
WBGene00008849,try-10,F15B9.5,-2.042837028,0.653577417,0.035865897,daf-16,4,c
WBGene00008850,NA,F15B9.6,-3.335308036,0.588351059,1.49E-06,daf-16,4,c
WBGene00008886,NA,F16C3.2,0.717743219,0.178174059,0.002139259,daf-16,4,c
WBGene00008891,clec-42,F16H6.1,-3.869259496,0.334471099,8.61E-28,daf-16,4,c
WBGene00008905,NA,F17B5.1,-5.283370877,0.432752648,4.48E-31,daf-16,4,c
WBGene00009028,NA,F21H7.2,-3.183962569,0.372656387,5.85E-15,daf-16,4,c
WBGene00009033,NA,F21H7.12,-2.433171277,0.327995534,3.06E-11,daf-16,4,c
WBGene00009048,cth-1,F22B8.6,0.640330825,0.201883822,0.031829988,daf-16,4,c
WBGene00009049,NA,F22B8.7,-1.122218552,0.162287935,9.00E-10,daf-16,4,c
WBGene00009061,pals-14,F22G12.1,-2.043300697,0.614737965,0.021215055,daf-16,4,c
WBGene00009087,NA,F23D12.3,1.600813833,0.368728928,6.74E-04,daf-16,4,c
WBGene00009091,NA,F23D12.7,-1.280085318,0.413863798,0.039174074,daf-16,4,c
WBGene00009215,thn-2,F28D1.5,2.603187368,0.63846354,0.001811976,daf-16,4,c
WBGene00009221,acs-2,F28F8.2,-0.764536483,0.241561259,0.032347809,daf-16,4,c
WBGene00009224,NA,F28F8.7,1.010151701,0.32246642,0.035224141,daf-16,4,c
WBGene00009226,cyp-37B1,F28G4.1,-1.273308452,0.240099581,9.60E-06,daf-16,4,c
WBGene00009236,NA,F28H7.2,2.340466459,0.690282936,0.017628566,daf-16,4,c
WBGene00009237,NA,F28H7.3,1.270961398,0.218856568,6.94E-07,daf-16,4,c
WBGene00009245,rict-1,F29C12.3,-0.459499895,0.163424209,0.079470837,daf-16,4,c
WBGene00009257,NA,F29G6.1,-1.009863716,0.32692903,0.039606541,daf-16,4,c
WBGene00009343,NA,F32H2.6,1.213730227,0.425952315,0.072487357,daf-16,4,c
WBGene00009347,NA,F32H5.1,0.819249517,0.192339407,9.22E-04,daf-16,4,c
WBGene00009349,NA,F32H5.3,0.602381556,0.196746195,0.042350264,daf-16,4,c
WBGene00009368,pole-1,F33H2.5,0.526013338,0.146865075,0.009818007,daf-16,4,c
WBGene00009386,tag-290,F35B12.6,-0.555150615,0.190090352,0.060632292,daf-16,4,c
WBGene00009423,NA,F35E8.10,1.119163072,0.277732895,0.002132983,daf-16,4,c
WBGene00009424,NA,F35E8.13,1.117993937,0.257617726,6.77E-04,daf-16,4,c
WBGene00009430,NA,F35E12.6,-1.010614549,0.248709314,0.001887323,daf-16,4,c
WBGene00009433,NA,F35E12.9,-1.238468041,0.278891786,4.49E-04,daf-16,4,c
WBGene00009439,mlcd-1,F35G12.1,-1.157150412,0.209569901,3.25E-06,daf-16,4,c
WBGene00009459,NA,F36A2.12,1.367777063,0.423829997,0.027547281,daf-16,4,c
WBGene00009490,fbxa-99,F36G9.14,-0.970545398,0.313177977,0.038599466,daf-16,4,c
WBGene00009515,clec-170,F38A1.1,1.526078545,0.369564656,0.001504169,daf-16,4,c
WBGene00009518,clec-166,F38A1.5,0.498854804,0.141504202,0.011643401,daf-16,4,c
WBGene00009554,NA,F39B2.3,-1.076127077,0.264373614,0.001855202,daf-16,4,c
WBGene00009578,NA,F40F8.5,-0.548377572,0.148726293,0.006963805,daf-16,4,c
WBGene00009600,NA,F40G12.5,-1.819626564,0.492079321,0.006720428,daf-16,4,c
WBGene00009601,NA,F40G12.6,-0.979358123,0.358913624,0.097533358,daf-16,4,c
WBGene00009617,slc-9B.1,F41E7.1,-0.578665537,0.18750534,0.039928275,daf-16,4,c
WBGene00009634,nspc-9,F42F12.1,1.256455406,0.40948852,0.041867771,daf-16,4,c
WBGene00009635,NA,F42F12.3,-0.886148486,0.185940899,1.17E-04,daf-16,4,c
WBGene00009638,nspc-14,F42F12.7,0.882231717,0.221992359,0.002561313,daf-16,4,c
WBGene00009639,nspc-15,F42F12.8,0.931661784,0.198351982,1.54E-04,daf-16,4,c
WBGene00009640,nspc-10,F42F12.9,1.141731703,0.414950283,0.092465913,daf-16,4,c
WBGene00009645,NA,F42G10.1,-0.779580749,0.257006593,0.045105311,daf-16,4,c
WBGene00009663,hda-5,F43G6.11,-0.792086526,0.225822738,0.012315391,daf-16,4,c
WBGene00009702,NA,F44F4.3,-0.881498614,0.265450131,0.021380309,daf-16,4,c
WBGene00009729,NA,F45E10.2,0.846121499,0.245876368,0.015195012,daf-16,4,c
WBGene00009773,lipl-2,F46B6.8,-1.16964292,0.217269484,6.43E-06,daf-16,4,c
WBGene00009796,NA,F46G10.1,-0.661041462,0.152238677,6.74E-04,daf-16,4,c
WBGene00009803,NA,F47B8.2,-0.671491292,0.153534672,5.94E-04,daf-16,4,c
WBGene00009839,fbxa-188,F47H4.8,-0.932981164,0.314705973,0.053538959,daf-16,4,c
WBGene00009840,fbxa-189,F47H4.9,-1.051866013,0.274325765,0.004176857,daf-16,4,c
WBGene00009854,clec-31,F49A5.2,1.005695409,0.330292911,0.043862238,daf-16,4,c
WBGene00009856,clec-24,F49A5.4,2.23326893,0.410237596,4.82E-06,daf-16,4,c
WBGene00009857,clec-28,F49A5.5,1.771091419,0.28447493,6.71E-08,daf-16,4,c
WBGene00009859,clec-33,F49A5.7,2.88167065,0.369610132,2.09E-12,daf-16,4,c
WBGene00009895,scl-2,F49E11.10,-0.91948448,0.299045587,0.04116815,daf-16,4,c
WBGene00009899,efl-3,F49E12.6,1.135581313,0.182900867,7.41E-08,daf-16,4,c
WBGene00009908,NA,F49H6.5,2.455186607,0.282575845,1.77E-15,daf-16,4,c
WBGene00009948,NA,F52H3.6,-1.106714612,0.303942653,0.008126048,daf-16,4,c
WBGene00009963,fipr-26,F53B6.8,-2.429027682,0.778026066,0.036204087,daf-16,4,c
WBGene00009984,NA,F53F1.6,1.814330805,0.309637966,5.32E-07,daf-16,4,c
WBGene00010001,NA,F53F8.4,-0.862256211,0.19253818,3.85E-04,daf-16,4,c
WBGene00010018,fbxa-69,F54B8.3,-0.912123036,0.244363746,0.006041044,daf-16,4,c
WBGene00010032,NA,F54B11.9,0.58112062,0.212182759,0.095194129,daf-16,4,c
WBGene00010034,NA,F54B11.11,1.233102546,0.319935528,0.003924229,daf-16,4,c
WBGene00010035,NA,F54C8.1,-1.54658935,0.521288387,0.053279642,daf-16,4,c
WBGene00010046,NA,F54D1.1,1.037503472,0.380983375,0.098256202,daf-16,4,c
WBGene00010051,NA,F54D5.5,1.081725985,0.288492295,0.005706461,daf-16,4,c
WBGene00010080,NA,F55A11.7,0.798417287,0.239090106,0.020400546,daf-16,4,c
WBGene00010086,NA,F55B11.4,-0.746944605,0.18945638,0.002865764,daf-16,4,c
WBGene00010116,cest-13,F55F3.2,1.097312369,0.254467107,7.45E-04,daf-16,4,c
WBGene00010124,NA,F55G11.4,-1.52988397,0.493294584,0.038348799,daf-16,4,c
WBGene00010128,NA,F55G11.8,-1.212831144,0.286407749,9.89E-04,daf-16,4,c
WBGene00010135,NA,F55H12.4,-0.532490461,0.195556215,0.098256202,daf-16,4,c
WBGene00010150,NA,F56D5.6,-0.463435749,0.130905778,0.011075121,daf-16,4,c
WBGene00010215,nhr-193,F57G8.6,0.610018965,0.199028902,0.042103648,daf-16,4,c
WBGene00010262,droe-4,F58E10.7,0.496170681,0.150872774,0.023282967,daf-16,4,c
WBGene00010274,NA,F58G6.3,1.925709468,0.418916324,2.32E-04,daf-16,4,c
WBGene00010277,NA,F58G6.7,1.097343484,0.349039903,0.034228056,daf-16,4,c
WBGene00010339,acl-1,F59F4.4,0.644046076,0.188206712,0.015991821,daf-16,4,c
WBGene00010348,NA,H01G02.1,-0.930769707,0.231830622,0.002229755,daf-16,4,c
WBGene00010357,NA,H03A11.2,-0.837821412,0.139609905,2.39E-07,daf-16,4,c
WBGene00010399,clec-13,H16D19.1,-1.994595701,0.494732252,0.002120258,daf-16,4,c
WBGene00010408,mboa-2,H19N07.4,-0.697013523,0.168441774,0.001452976,daf-16,4,c
WBGene00010453,fozi-1,K01B6.1,-0.689288758,0.15583648,4.84E-04,daf-16,4,c
WBGene00010471,cdr-6,K01D12.12,-0.853371676,0.238921992,0.010114287,daf-16,4,c
WBGene00010497,axl-1,K02B12.4,0.57768246,0.161617754,0.01003352,daf-16,4,c
WBGene00010501,NA,K02C4.2,-1.444323337,0.510498619,0.076240922,daf-16,4,c
WBGene00010515,NA,K02E11.6,0.852505833,0.279601226,0.043431384,daf-16,4,c
WBGene00010522,NA,K03A11.5,-0.500102807,0.164921068,0.045138833,daf-16,4,c
WBGene00010539,ttr-2,K03H1.4,-0.864342882,0.266725296,0.026817859,daf-16,4,c
WBGene00010545,cbp-2,K03H1.10,0.509676918,0.150732978,0.018013192,daf-16,4,c
WBGene00010573,NA,K04H4.2,0.710710049,0.214166367,0.021448978,daf-16,4,c
WBGene00010593,gsnl-1,K06A4.3,-0.847569427,0.201780156,0.001134091,daf-16,4,c
WBGene00010595,haao-1,K06A4.5,0.603733952,0.192430033,0.03473467,daf-16,4,c
WBGene00010658,NA,K08D8.4,-0.914240968,0.284683492,0.028622496,daf-16,4,c
WBGene00010746,NA,K10D11.2,2.685644759,0.565764074,1.25E-04,daf-16,4,c
WBGene00010749,NA,K10D11.5,0.978936022,0.281802276,0.013587328,daf-16,4,c
WBGene00010759,cysl-2,K10H10.2,-0.963392948,0.270576391,0.010494962,daf-16,4,c
WBGene00010769,asah-1,K11D2.2,0.545289189,0.168867355,0.027487011,daf-16,4,c
WBGene00010780,NA,K11H3.3,-0.359400966,0.124112862,0.064682155,daf-16,4,c
WBGene00010785,top-2,K12D12.1,0.535474506,0.163253761,0.023932541,daf-16,4,c
WBGene00010789,sulp-5,K12G11.2,-0.666217213,0.206824957,0.027936566,daf-16,4,c
WBGene00010810,NA,M01F1.4,-0.534025475,0.155448282,0.015471068,daf-16,4,c
WBGene00010835,NA,M03B6.3,2.304067492,0.627454651,0.007274995,daf-16,4,c
WBGene00010878,NA,M05D6.5,-0.504609619,0.155921907,0.02706819,daf-16,4,c
WBGene00010884,NA,M7.8,-0.628152621,0.227878452,0.091350367,daf-16,4,c
WBGene00010931,NA,M162.5,1.164611496,0.402890476,0.06558958,daf-16,4,c
WBGene00010945,chil-13,M176.8,-0.556569169,0.172794589,0.027936566,daf-16,4,c
WBGene00010955,NA,M199.7,-2.272977111,0.570069468,0.002443023,daf-16,4,c
WBGene00010988,metr-1,R03D7.1,-0.818025415,0.255720589,0.02967293,daf-16,4,c
WBGene00011006,ugt-47,R04B5.9,0.905092622,0.260801654,0.013710958,daf-16,4,c
WBGene00011009,cyp-14A4,R04D3.1,-1.632118499,0.600948052,0.099061425,daf-16,4,c
WBGene00011018,NA,R05A10.1,-0.495747254,0.174472124,0.074085316,daf-16,4,c
WBGene00011021,NA,R05A10.4,-0.897437659,0.232575747,0.003871322,daf-16,4,c
WBGene00011026,NA,R05D7.1,-0.53994046,0.186285742,0.064205204,daf-16,4,c
WBGene00011042,NA,R05H10.1,-1.150789583,0.23655565,7.59E-05,daf-16,4,c
WBGene00011052,arrd-11,R06B9.1,-2.972383704,0.407717274,7.44E-11,daf-16,4,c
WBGene00011098,nhr-207,R07B7.14,1.83588683,0.478739886,0.004176857,daf-16,4,c
WBGene00011099,nhr-208,R07B7.15,0.738105153,0.266602473,0.088523157,daf-16,4,c
WBGene00011106,acl-5,R07E3.5,-0.540950337,0.191914335,0.078018238,daf-16,4,c
WBGene00011161,chil-18,R09D1.5,2.023341893,0.398816787,2.89E-05,daf-16,4,c
WBGene00011182,NA,R09H10.5,0.430649992,0.146426585,0.057291778,daf-16,4,c
WBGene00011207,NA,R10E8.1,0.699579236,0.186676939,0.005740335,daf-16,4,c
WBGene00011226,slc-25A21,R11.1,-0.590458608,0.193635031,0.043431384,daf-16,4,c
WBGene00011232,pck-2,R11A5.4,-0.83031289,0.163141628,2.68E-05,daf-16,4,c
WBGene00011270,NA,R31.2,-0.508885742,0.167821296,0.045138833,daf-16,4,c
WBGene00011274,NA,R53.5,-1.077522158,0.206293139,1.39E-05,daf-16,4,c
WBGene00011286,ttr-29,R90.4,-1.30069052,0.42561668,0.042821872,daf-16,4,c
WBGene00011290,NA,R102.3,1.054590015,0.377129704,0.082605299,daf-16,4,c
WBGene00011362,cest-1.1,T02B5.1,-4.250505297,0.582928713,7.44E-11,daf-16,4,c
WBGene00011397,NA,T03E6.8,-0.82514083,0.162942199,2.99E-05,daf-16,4,c
WBGene00011399,NA,T03F6.3,-1.099776833,0.236128175,1.80E-04,daf-16,4,c
WBGene00011400,NA,T03F6.4,-0.544066316,0.155266109,0.012406738,daf-16,4,c
WBGene00011401,NA,T03F6.6,-1.671458752,0.434190402,0.003980903,daf-16,4,c
WBGene00011416,NA,T04A11.1,-1.061400242,0.202664481,1.31E-05,daf-16,4,c
WBGene00011417,NA,T04A11.2,-1.100505597,0.207905305,1.01E-05,daf-16,4,c
WBGene00011419,NA,T04A11.4,-0.968185725,0.169128524,1.11E-06,daf-16,4,c
WBGene00011420,NA,T04A11.5,-1.205306906,0.222897844,5.69E-06,daf-16,4,c
WBGene00011436,NA,T04F3.1,-0.454478971,0.161175121,0.077931776,daf-16,4,c
WBGene00011453,ugt-56,T04H1.8,-0.810515931,0.258044995,0.034471246,daf-16,4,c
WBGene00011487,NA,T05E12.6,-0.906827648,0.314595419,0.066908716,daf-16,4,c
WBGene00011493,NA,T05F1.8,-1.53074699,0.511130076,0.049852683,daf-16,4,c
WBGene00011494,NA,T05F1.9,1.377471572,0.257942147,7.93E-06,daf-16,4,c
WBGene00011495,NA,T05F1.11,-0.732607934,0.143937703,2.68E-05,daf-16,4,c
WBGene00011521,NA,T06C12.14,-1.199932858,0.422365579,0.07410077,daf-16,4,c
WBGene00011532,chaf-1,T06D10.2,0.803566195,0.249062496,0.027561353,daf-16,4,c
WBGene00011539,fbxa-135,T06E6.5,-2.481640132,0.427259229,6.94E-07,daf-16,4,c
WBGene00011560,NA,T07C4.3,0.625302375,0.168129621,0.006298831,daf-16,4,c
WBGene00011561,ttr-15,T07C4.5,-0.920384661,0.253223345,0.008282782,daf-16,4,c
WBGene00011571,ttr-46,T07C12.7,-0.816440696,0.181424553,3.53E-04,daf-16,4,c
WBGene00011584,clec-15,T07D10.4,-2.00601854,0.506187552,0.002657376,daf-16,4,c
WBGene00011596,NA,T07G12.5,-1.424819321,0.314254428,3.04E-04,daf-16,4,c
WBGene00011629,NA,T08G11.1,-0.491342158,0.120458781,0.001811976,daf-16,4,c
WBGene00011692,NA,T10G3.1,-0.829234855,0.175513839,1.39E-04,daf-16,4,c
WBGene00011698,cyp-34A1,T10H4.10,1.095907109,0.363503336,0.0472118,daf-16,4,c
WBGene00011713,NA,T11F9.12,0.836931169,0.170527735,6.27E-05,daf-16,4,c
WBGene00011733,NA,T12D8.5,-2.197519293,0.203478857,3.83E-24,daf-16,4,c
WBGene00011744,NA,T13F2.4,1.120342387,0.368664636,0.044588987,daf-16,4,c
WBGene00011763,NA,T14B1.1,-0.763674422,0.158971848,9.81E-05,daf-16,4,c
WBGene00011798,NA,T16G1.4,0.966088975,0.177871779,5.08E-06,daf-16,4,c
WBGene00011803,NA,T16G12.1,1.145556645,0.219109326,1.37E-05,daf-16,4,c
WBGene00011832,bgal-1,T19B10.3,-0.662702229,0.194397895,0.016597115,daf-16,4,c
WBGene00011870,NA,T20G5.8,-0.76901664,0.211520845,0.008268443,daf-16,4,c
WBGene00011880,NA,T21B6.3,0.483315255,0.168178387,0.068058908,daf-16,4,c
WBGene00011893,NA,T21C9.6,-0.388229625,0.130048443,0.051036793,daf-16,4,c
WBGene00011895,NA,T21C9.9,-1.40691939,0.489337485,0.068010875,daf-16,4,c
WBGene00011927,NA,T22C8.6,-1.034074354,0.318816945,0.026587734,daf-16,4,c
WBGene00011931,srsx-19,T22G5.4,-1.544039659,0.320210366,9.16E-05,daf-16,4,c
WBGene00011960,oac-48,T23G4.4,-1.478735968,0.364609744,0.001939581,daf-16,4,c
WBGene00012027,fbxa-127,T25E12.12,-1.509661943,0.430141843,0.012263664,daf-16,4,c
WBGene00012032,NA,T26C5.2,2.508726488,0.645281342,0.003501156,daf-16,4,c
WBGene00012070,NA,T26H5.8,-2.671103499,0.350989898,7.74E-12,daf-16,4,c
WBGene00012140,NA,T28F4.5,-1.007923494,0.200130798,3.41E-05,daf-16,4,c
WBGene00012162,sek-6,VZC374L.1,-1.329000766,0.234081228,1.43E-06,daf-16,4,c
WBGene00012317,ztf-6,W06H12.1,0.36038718,0.132221418,0.097941158,daf-16,4,c
WBGene00012322,NA,W07A12.4,0.969605334,0.244168131,0.002581874,daf-16,4,c
WBGene00012326,NA,W07E11.1,-0.774023627,0.189609858,0.001798227,daf-16,4,c
WBGene00012381,NA,Y2H9A.4,-0.899308602,0.218640079,0.001600036,daf-16,4,c
WBGene00012382,ttr-16,Y5F2A.1,-0.613948083,0.153841659,0.002418596,daf-16,4,c
WBGene00012398,NA,Y6E2A.4,-1.326699719,0.266017519,4.33E-05,daf-16,4,c
WBGene00012404,NA,Y6G8.2,-3.289186362,0.197215454,1.36E-58,daf-16,4,c
WBGene00012437,nmy-3,Y11D7A.14,0.502257996,0.157318362,0.030235866,daf-16,4,c
WBGene00012456,NA,Y17D7C.2,1.130789171,0.251154436,3.50E-04,daf-16,4,c
WBGene00012491,NA,Y20C6A.1,-1.738308475,0.203642842,6.07E-15,daf-16,4,c
WBGene00012492,fbxb-7,Y20C6A.2,-3.082768509,0.526986501,5.59E-07,daf-16,4,c
WBGene00012518,comt-2,Y32B12A.3,1.585397331,0.2947443,6.56E-06,daf-16,4,c
WBGene00012525,NA,Y32B12C.1,-0.951901107,0.236897507,0.002214453,daf-16,4,c
WBGene00012531,NA,Y32F6B.1,-1.084243459,0.14354309,1.15E-11,daf-16,4,c
WBGene00012545,NA,Y37D8A.3,2.7366799,0.451584074,1.71E-07,daf-16,4,c
WBGene00012546,NA,Y37D8A.4,1.112315398,0.171494798,1.40E-08,daf-16,4,c
WBGene00012585,lips-15,Y38E10A.7,0.971356653,0.222237719,6.00E-04,daf-16,4,c
WBGene00012608,hphd-1,Y38F1A.6,-0.804635372,0.156702547,2.15E-05,daf-16,4,c
WBGene00012648,NA,Y39A1A.9,1.251918101,0.254131779,5.79E-05,daf-16,4,c
WBGene00012747,NA,Y40H7A.10,1.258184102,0.321114024,0.00313306,daf-16,4,c
WBGene00012810,nceh-1,Y43F8A.3,-1.438210735,0.3599369,0.002380713,daf-16,4,c
WBGene00012819,NA,Y43F8B.9,0.592890556,0.195230882,0.044749704,daf-16,4,c
WBGene00012825,NA,Y43F8C.3,-1.187140533,0.153958355,3.82E-12,daf-16,4,c
WBGene00012826,dyf-19,Y43F8C.4,-1.116870651,0.215166519,1.63E-05,daf-16,4,c
WBGene00012866,afmd-2,Y45F10A.3,-0.95535425,0.295479674,0.027178059,daf-16,4,c
WBGene00012886,NA,Y45F10D.6,-0.479722241,0.176116799,0.098227521,daf-16,4,c
WBGene00012911,acl-7,Y46G5A.21,0.488166218,0.135322505,0.009071877,daf-16,4,c
WBGene00012921,NA,Y46G5A.36,1.283720462,0.361399958,0.010690575,daf-16,4,c
WBGene00012947,NA,Y47H9C.1,-1.449703313,0.389637989,0.0062759,daf-16,4,c
WBGene00012959,NA,Y47H10A.3,-1.755171028,0.334145991,1.23E-05,daf-16,4,c
WBGene00012969,NA,Y48A6B.8,-1.03565764,0.27359103,0.00504045,daf-16,4,c
WBGene00012987,NA,Y48C3A.3,-0.591323029,0.147032311,0.0021886,daf-16,4,c
WBGene00013008,clec-146,Y48E1B.9,-0.743568816,0.226445614,0.023663426,daf-16,4,c
WBGene00013013,clec-145,Y48E1B.16,-1.152498655,0.396137313,0.06252997,daf-16,4,c
WBGene00013038,ani-1,Y49E10.19,0.846074655,0.190368146,4.43E-04,daf-16,4,c
WBGene00013073,hmit-1.1,Y51A2D.4,1.206782292,0.15432358,1.78E-12,daf-16,4,c
WBGene00013074,hmit-1.2,Y51A2D.5,0.576520118,0.210958085,0.096711769,daf-16,4,c
WBGene00013077,ttr-24,Y51A2D.9,-0.649648642,0.133911778,8.05E-05,daf-16,4,c
WBGene00013078,ttr-25,Y51A2D.10,-1.182812988,0.1971294,2.39E-07,daf-16,4,c
WBGene00013079,ttr-26,Y51A2D.11,-0.863435636,0.184189413,1.59E-04,daf-16,4,c
WBGene00013111,sta-1,Y51H4A.17,-0.669167521,0.144524184,2.01E-04,daf-16,4,c
WBGene00013150,pole-4,Y53F4B.3,0.909191201,0.279350613,0.025844696,daf-16,4,c
WBGene00013169,NA,Y53F4B.23,-1.166190937,0.333493874,0.01265154,daf-16,4,c
WBGene00013215,NA,Y54G11A.4,-1.066699295,0.210691897,3.00E-05,daf-16,4,c
WBGene00013216,NA,Y54G11A.7,-0.519498273,0.174646324,0.052281501,daf-16,4,c
WBGene00013352,lon-8,Y59A8B.20,0.935536586,0.259419793,0.009094125,daf-16,4,c
WBGene00013379,NA,Y62E10A.13,-0.525389529,0.177699719,0.054746295,daf-16,4,c
WBGene00013485,NA,Y69H2.10,-1.68234471,0.233333345,1.26E-10,daf-16,4,c
WBGene00013489,col-42,Y69H2.14,-1.552603791,0.252108027,9.81E-08,daf-16,4,c
WBGene00013493,clec-9,Y70C5C.2,2.200687075,0.778626256,0.076696126,daf-16,4,c
WBGene00013516,NA,Y73F4A.3,-0.774452237,0.26072164,0.052860835,daf-16,4,c
WBGene00013539,NA,Y73F8A.35,-1.394354203,0.346211376,0.002141457,daf-16,4,c
WBGene00013577,NA,Y76A2B.5,-0.387195385,0.135393287,0.070409677,daf-16,4,c
WBGene00013633,NA,Y105C5A.8,-0.863534697,0.192824724,3.85E-04,daf-16,4,c
WBGene00013654,NA,Y105C5B.15,1.043909503,0.352092316,0.053538959,daf-16,4,c
WBGene00013762,NA,Y113G7B.12,-0.630607548,0.177301292,0.010607048,daf-16,4,c
WBGene00013840,fbxa-151,ZC47.7,-3.086064633,0.396292019,2.19E-12,daf-16,4,c
WBGene00013882,msa-1,ZC410.5,-1.004776401,0.159962443,4.85E-08,daf-16,4,c
WBGene00013904,ugt-6,ZC455.4,-2.413912386,0.327854151,4.56E-11,daf-16,4,c
WBGene00013906,ugt-5,ZC455.6,-1.093303808,0.284739697,0.004107576,daf-16,4,c
WBGene00013923,ghi-1,ZK20.1,1.005265521,0.214595299,1.61E-04,daf-16,4,c
WBGene00013938,NA,ZK218.4,-1.262141852,0.439084068,0.068058908,daf-16,4,c
WBGene00013964,nlp-73,ZK287.3,0.851419424,0.21302339,0.002375705,daf-16,4,c
WBGene00013965,NA,ZK287.4,1.7024681,0.453383993,0.005621552,daf-16,4,c
WBGene00013980,dos-1,ZK507.4,1.237240673,0.304685421,0.001903236,daf-16,4,c
WBGene00014001,pyk-2,ZK593.1,-0.7485719,0.151446066,5.38E-05,daf-16,4,c
WBGene00014006,NA,ZK596.1,-1.561759281,0.164705269,1.71E-18,daf-16,4,c
WBGene00014013,NA,ZK632.4,0.567654212,0.151608937,0.005804289,daf-16,4,c
WBGene00014029,NA,ZK637.12,-1.968192617,0.703440543,0.08251987,daf-16,4,c
WBGene00014030,glb-1,ZK637.13,-1.38078024,0.289263402,1.14E-04,daf-16,4,c
